,lat,long,cluster_coordinates
4966929,34.103184,-118.328258,2
4967250,34.059689,-118.238049,0
4967427,34.033201,-118.251629,0
4967812,34.03986,-118.249204,0
4968374,34.048227,-118.245144,0
4968634,34.036999,-118.253631,0
4969493,34.041378,-118.249173,0
4974536,34.058832,-118.252828,0
4975692,34.046773,-118.253519,0
4975994,34.065546,-118.239506,0
4976368,34.041976,-118.249975,0
4978279,34.059677,-118.237245,0
4978721,34.034167,-118.254168,0
4979030,34.096971,-118.326776,2
4979513,34.039187,-118.252522,0
4980128,34.103867,-118.330584,2
4980144,33.979084,-118.466631,3
4980194,34.033214,-118.253552,0
4981131,34.045538,-118.260892,0
4982546,34.101178,-118.343255,2
4983416,34.046641,-118.260531,0
4984988,34.041207,-118.260434,0
4985530,34.102181,-118.32825,2
4985947,34.060302,-118.445056,1
4988320,34.039437,-118.254114,0
4989180,34.033163,-118.250429,0
4989983,34.04658,-118.24452,0
4990632,34.097438,-118.338776,2
4992656,34.048555,-118.24776,0
4993006,34.044082,-118.23956,0
4995238,34.063585,-118.44631,1
4996364,34.044546,-118.262479,0
4997321,34.062189,-118.448208,1
4998293,34.045459,-118.261629,0
4998636,34.039097,-118.251412,0
4999051,34.099381,-118.332537,2
4999474,34.038373,-118.260681,0
5001875,34.102874,-118.331117,2
5002727,34.061672,-118.44758,1
5003592,34.045445,-118.2655,0
5005910,33.979008,-118.466762,3
5005953,34.044103,-118.262896,0
5006080,34.043906,-118.26308,0
5006916,34.04365,-118.263318,0
5007060,34.061564,-118.236993,0
5007481,34.043303,-118.263643,0
5007506,33.98024,-118.462926,3
5007950,34.043458,-118.263496,0
5008219,34.046157,-118.242092,0
5008990,34.060327,-118.249934,0
5009675,34.045235,-118.262134,0
5010346,34.039129,-118.248562,0
5010526,34.03138,-118.250949,0
5011534,34.03523,-118.255578,0
5011583,34.039248,-118.262518,0
5011742,34.040739,-118.262618,0
5012548,34.038823,-118.254638,0
5012893,34.036148,-118.259112,0
5013090,34.046832,-118.258653,0
5013445,34.045566,-118.25736,0
5014180,34.099218,-118.333726,2
5014448,34.060916,-118.237471,0
5014952,34.037623,-118.266753,0
5015310,34.045816,-118.239084,0
5015483,34.097068,-118.330356,2
5015641,34.04851,-118.24847,0
5015658,34.102516,-118.326834,2
5016840,34.102349,-118.326832,2
5019189,34.102578,-118.326834,2
5020818,34.103154,-118.32511,2
5021595,34.063184,-118.445208,1
5021618,34.102421,-118.326833,2
5022982,34.036905,-118.253899,0
5023820,34.040455,-118.250618,0
5024461,34.037924,-118.258942,0
5027424,34.099703,-118.332766,2
5027951,34.05933,-118.25209,0
5028566,34.045793,-118.239444,0
5028582,34.048967,-118.241998,0
5029655,34.053314,-118.251801,0
5031085,33.997058,-118.478741,3
5031134,34.035261,-118.258077,0
5031167,34.036915,-118.254902,0
5031676,34.097491,-118.338777,2
5032962,34.046088,-118.25128,0
5038097,34.046131,-118.25135,0
5041861,34.097126,-118.330358,2
5042018,34.104087,-118.328668,2
5042317,34.038945,-118.262799,0
5042392,34.097486,-118.330359,2
5043046,34.036412,-118.257617,0
5043345,33.979022,-118.46674,3
5043372,34.099293,-118.322408,2
5043543,34.058982,-118.239252,0
5044082,34.043923,-118.252746,0
5044113,34.097906,-118.322765,2
5044493,34.095976,-118.326526,2
5044987,34.036729,-118.257931,0
5045654,34.104084,-118.329091,2
5045701,34.104087,-118.328917,2
5045858,34.062506,-118.446386,1
5046352,34.059016,-118.238208,0
5047048,34.099716,-118.329791,2
5047723,34.038983,-118.256767,0
5048084,34.034142,-118.250774,0
5048651,34.059794,-118.24899,0
5048684,34.037836,-118.253284,0
5048919,34.036949,-118.256716,0
5049084,34.034982,-118.252507,0
5051213,34.03492,-118.252552,0
5054501,34.034889,-118.257946,0
5054652,34.062669,-118.23909,0
5054925,34.046734,-118.245112,0
5055961,34.03675,-118.253853,0
5056515,34.097584,-118.323782,2
5056769,34.103325,-118.325308,2
5057105,34.098069,-118.343484,2
5057392,33.98724,-118.472869,3
5057462,34.032195,-118.252853,0
5057571,34.032902,-118.254365,0
5059312,34.035416,-118.250943,0
5059775,34.099821,-118.332752,2
5060574,34.041429,-118.262219,0
5063179,34.040853,-118.262759,0
5063789,34.034644,-118.252754,0
5065730,34.032329,-118.250668,0
5066563,34.032303,-118.250607,0
5067646,34.043121,-118.247528,0
5067689,34.036818,-118.250698,0
5067736,34.039911,-118.250734,0
5068557,34.042187,-118.258041,0
5069128,34.043293,-118.257004,0
5069582,34.038123,-118.253638,0
5070163,34.047873,-118.250269,0
5072008,34.048674,-118.251507,0
5077974,34.048522,-118.251273,0
5080235,34.048597,-118.251388,0
5083148,34.047919,-118.250337,0
5085293,34.059446,-118.238169,0
5085342,34.059935,-118.238338,0
5086290,34.059883,-118.238192,0
5086829,34.04081,-118.262799,0
5087150,34.032083,-118.25259,0
5087717,34.04115,-118.26074,0
5090489,34.041079,-118.250983,0
5090613,34.06231,-118.448253,1
5091155,34.044611,-118.255532,0
5091669,34.049849,-118.249754,0
5092459,34.049773,-118.249635,0
5093262,34.040073,-118.264961,0
5093301,34.040115,-118.264922,0
5093490,34.040427,-118.264633,0
5094363,34.040114,-118.265173,0
5094600,34.041609,-118.263528,0
5094908,34.041752,-118.263396,0
5095356,33.979034,-118.466718,3
5095378,34.045765,-118.238948,0
5095615,34.050279,-118.261161,0
5096071,34.05134,-118.238516,0
5096304,34.051814,-118.239086,0
5096631,34.042326,-118.25288,0
5096644,34.099715,-118.330124,2
5097696,34.099827,-118.331349,2
5098159,34.047129,-118.24269,0
5098338,34.051597,-118.252414,0
5098969,34.037599,-118.250784,0
5099512,34.034797,-118.262787,0
5109251,34.039402,-118.263872,0
5109421,34.038177,-118.261816,0
5109624,34.093374,-118.326519,2
5109746,34.093244,-118.326518,2
5109789,34.092069,-118.326514,2
5109907,34.091315,-118.326507,2
5110072,34.103849,-118.3262,2
5110285,34.103946,-118.325613,2
5110350,34.095854,-118.326528,2
5110489,34.094271,-118.325848,2
5110532,34.09427,-118.32578,2
5110615,34.04115,-118.263984,0
5110803,34.043463,-118.261801,0
5111078,34.042743,-118.260456,0
5114716,34.10009,-118.325103,2
5115143,34.043526,-118.258038,0
5115305,34.10068,-118.325122,2
5115640,34.09987,-118.324205,2
5115659,34.091611,-118.325794,2
5115786,34.098122,-118.322762,2
5116139,34.103634,-118.326305,2
5116274,34.043618,-118.238232,0
5116459,33.979428,-118.466332,3
5116502,34.063617,-118.443707,1
5116760,34.060136,-118.446801,1
5116995,34.062319,-118.442851,1
5117216,34.060609,-118.44441,1
5117548,34.037338,-118.252888,0
5117575,34.058823,-118.239946,0
5117634,34.039794,-118.251604,0
5117643,34.063933,-118.240537,0
5117764,34.067208,-118.236857,0
5117846,34.066801,-118.236228,0
5117950,34.040862,-118.2524,0
5118010,34.049292,-118.248901,0
5118195,34.099713,-118.330552,2
5118265,34.064997,-118.237095,0
5118309,34.065445,-118.239556,0
5121386,34.046667,-118.263675,0
5121424,34.046784,-118.263938,0
5121468,34.04682,-118.264018,0
5121565,34.061225,-118.237986,0
5121706,34.048222,-118.255871,0
5121763,34.059665,-118.236867,0
5121817,34.048912,-118.242025,0
5121857,34.048849,-118.242054,0
5121877,34.047604,-118.257927,0
5121889,34.048468,-118.257121,0
