space_id,block_face,meter_type,rate_type,rate_range,metered_time_limit,lat,long
NH619,4701 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00,2HR,34.156332,-118.369585
NH1062,11300 W CAMARILLO ST,Single-Space,FLAT,$1.00,2HR,34.157562,-118.37768
OS814,2301 S PURDUE AVE,Single-Space,FLAT,$1.00,2HR,34.034617,-118.441158
SO1047,4200 N MAMMOTH AVE,Single-Space,FLAT,$1.00,2HR,34.147926,-118.432589
OS642,11300 PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.034447,-118.439978
EN529,18000 W VENTURA BLVD,Single-Space,FLAT,$1.00,1HR,34.165106,-118.526554
NH671,4401 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00,2HR,34.151091,-118.366416
SO1024,14501 W DICKENS ST,Single-Space,FLAT,$1.00,2HR,34.150308,-118.450621
5228,670 JEFFERSON BLVD,Multi-Space,FLAT,$1.00,4HR,34.022626,-118.281873
WH738,5400 N FARRALONE AVE,Single-Space,FLAT,$1.00,2HR,34.169446,-118.610148
NH745,4100 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00,4HR,34.14543,-118.362712
BR69,11901 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00,1HR,34.052521,-118.471932
OS450,11701 W OLYMPIC BLVD,Single-Space,FLAT,$1.00,2HR,34.034148,-118.44836
TZ37,18300 W CLARK ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.169733,-118.535524
EN100,16001 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.156409,-118.483001
NH833,4600 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00,2HR,34.155225,-118.368644
SO1065,4301 N WOODMAN AVE,Single-Space,FLAT,$1.00,2HR,34.149639,-118.431358
CB4511,650 S FRANCISCO ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.050147,-118.261121
EN384,5000 N LOUISE AVE,Single-Space,FLAT,$1.00,2HR,34.161495,-118.509695
NH678,4301 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00,2HR,34.149913,-118.365703
WSV15,11400 N SAN VICENTE BLVD,Single-Space,FLAT,$1.00,2HR,34.051746,-118.460183
ED833,801 E AGATHA ST,Single-Space,TOD,$0.50 - $2.00,2HR,34.038046,-118.245787
AE155A,701 2ND ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.04723,-118.235453
SC72,12101 W VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,34.143567,-118.39642
UC16,3701 N CAHUENGA BLVD,Single-Space,FLAT,$1.00,1HR,34.136276,-118.362579
OS332,2100 S PURDUE AVE,Single-Space,FLAT,$1.00,2HR,34.038274,-118.444119
SO331,15100 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.153199,-118.463055
WH411,23101 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.163123,-118.630222
CB681,900 S MAPLE AVE,Single-Space,TOD,$3.00 - $5.00,2HR,34.03885,-118.253323
WH649,21200 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.167273,-118.59506
SC769,3900 N VANTAGE AVE,Single-Space,FLAT,$1.50,2HR,34.142617,-118.397197
CB888,700 S FLOWER ST,Single-Space,FLAT,$5.00,2HR,34.048157,-118.259142
TZ610,18700 W BURBANK BLVD,Single-Space,FLAT,$1.00,2HR,34.17225,-118.541341
R472,6800 N RESEDA BLVD,Single-Space,FLAT,$1.00,1HR,34.19482,-118.535914
OS874,2300 S PURDUE AVE,Single-Space,FLAT,$1.00,2HR,34.035452,-118.441699
PW22,10501 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.043985,-118.421307
ED752,400 S CENTRAL AVE,Single-Space,TOD,$1.00 - $1.50,4HR,34.042227,-118.239676
SC142,12401 W VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,34.142848,-118.404591
EN926,4601 N GAVIOTA AVE,Single-Space,FLAT,$1.00,2HR,34.15511,-118.481508
SC97,12201 W VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,34.143296,-118.399505
HO164,1601 N CAHUENGA BLVD,Single-Space,TOD,$1.50 - $4.00,2HR,34.100406,-118.329628
SC818,10700 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.138236,-118.364943
EN415,17401 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.161474,-118.513186
CP48,21701 W SHERMAN WAY,Single-Space,FLAT,$1.00,2HR,34.201133,-118.602121
WH363,22801 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.165791,-118.62448
SO703,14501 W HUSTON ST,Single-Space,FLAT,$1.00,2HR,34.159477,-118.449479
EN344,5000 N AMESTOY AVE,Single-Space,FLAT,$1.00,2HR,34.160961,-118.505375
EN544,18000 W VENTURA BLVD,Single-Space,FLAT,$1.00,1HR,34.164704,-118.525312
OS890,11500 W EXPOSITION BOULEVARD S/R,Single-Space,FLAT,$1.00,2HR,34.033441,-118.443521
BR181,11701 W GORHAM AVE,Single-Space,FLAT,$2.00,1HR,34.052466,-118.468052
LT571,100 S CENTRAL AVE,Single-Space,TOD,$0.50 - $4.00,2HR,34.047924,-118.239232
EN228,16701 W LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,34.159717,-118.49849
TZ78,18401 W BURBANK BLVD,Single-Space,FLAT,$1.00,2HR,34.172102,-118.534172
SC513,11301 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.140431,-118.376631
SC116,12301 W VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,34.143071,-118.402064
VW2019,2800 7TH ST,Single-Space,FLAT,$1.00,2HR,34.059726,-118.285519
OS572,11701 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.031103,-118.44697
TZ316,19600 W VENTURA BLVD,Single-Space,FLAT,$1.00,1HR,34.172593,-118.560969
SO621,4900 N VAN NUYS BLVD,Single-Space,FLAT,$1.00,2HR,34.16055,-118.448571
SO263,4500 N COLUMBUS AVE,Single-Space,FLAT,$1.00,2HR,34.153731,-118.463883
WH184,21701 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.168409,-118.600642
CB1680,700 S LOS ANGELES ST,Single-Space,TOD,$1.50 - $4.00,2HR,34.042038,-118.251983
PB279,5500 W PICO BLVD,Single-Space,FLAT,$1.00,15MIN,34.049037,-118.358
OS417A,2100 S BARRINGTON AVE,Single-Space,FLAT,$1.00,2HR,34.034863,-118.44824
SO1051A,4300 N WOODMAN AVE,Single-Space,FLAT,$1.00,2HR,34.148789,-118.431088
MD740A,2001 ALCAZAR ST,Single-Space,FLAT,$1.00,15MIN,34.063543,-118.202171
OS257,2000 S SAWTELLE BLVD,Single-Space,FLAT,$1.00,1HR,34.040759,-118.443392
CS45,5701 S CRENSHAW BLVD,Single-Space,FLAT,$1.00,2HR,33.990415,-118.331074
SV567,1501 N EL CENTRO AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.098717,-118.323824
C1089,601 32ND ST,Single-Space,FLAT,$1.00,2HR,34.024053,-118.279998
WSV36,1100 S BARRINGTON AVE,Single-Space,FLAT,$1.00,2HR,34.049934,-118.46115
NH1283,11001 W MCCORMICK ST,Single-Space,FLAT,$1.00,2HR,34.166002,-118.371814
OS235A,2100 S SAWTELLE BLVD,Single-Space,FLAT,$1.00,2HR,34.03936,-118.442179
EN90,4701 N GAVIOTA AVE,Single-Space,FLAT,$1.00,2HR,34.156475,-118.48151
R42,7200 N RESEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.201809,-118.535928
NH405,5301 N BAKMAN AVE,Single-Space,FLAT,$1.00,1HR,34.167672,-118.37749
WH425,22800 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.165186,-118.625538
LM201,900 N LA BREA AVE,Single-Space,FLAT,$1.00,1HR,34.088704,-118.343928
TZ582,5601 N YOLANDA AVE,Single-Space,FLAT,$1.00,2HR,34.172831,-118.540804
EN476,17801 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.163436,-118.521422
TZ588,18701 W BURBANK BLVD,Single-Space,FLAT,$1.00,2HR,34.172453,-118.541078
NH432,11300 W WEDDINGTON ST,Single-Space,FLAT,$1.00,1HR,34.16694,-118.377873
WH786,5200 N PREMIERE HILLS DR,Single-Space,FLAT,$1.00,2HR,34.166406,-118.583234
BR86B,11900 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00,1HR,34.05207,-118.472645
NH396A,5300 N BAKMAN AVE,Single-Space,FLAT,$1.00,1HR,34.167362,-118.377308
WH331,22601 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.167168,-118.620206
NH1303,11000 W CHANDLER BLVD,Single-Space,FLAT,$1.00,2HR,34.168053,-118.372016
WH440,22700 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.166267,-118.622105
SC565,12700 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.144656,-118.410616
WU273B,601 BIXEL ST,Single-Space,FLAT,$1.00,1HR,34.053579,-118.262591
NH474,11200 W WEDDINGTON ST,Single-Space,FLAT,$1.00,4HR,34.166948,-118.376463
SP635A,501 CENTRE ST,Single-Space,FLAT,$0.50,2HR,33.739275,-118.283639
OS82,11600 W OLYMPIC BLVD,Single-Space,FLAT,$1.00,4HR,34.035003,-118.44634
R196,7000 N RESEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.198779,-118.535924
OS158,2200 S CORINTH AVE,Single-Space,FLAT,$1.00,2HR,34.036428,-118.441096
SO353,15000 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.152689,-118.45999
EN109A,16101 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.156695,-118.485083
PM291,8700 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00,2HR,34.031334,-118.38444
EN298,16901 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.159847,-118.503018
OS296,2101 S SAWTELLE BLVD,Single-Space,FLAT,$1.00,2HR,34.039107,-118.44215
112279,900 E 3RD ST,Multi-Space,FLAT,$2.00,2HR,34.045913,-118.23351
WH382,22901 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.165141,-118.626557
AE163,601 2ND ST,Single-Space,FLAT,$1.00,2HR,34.047231,-118.236704
BH363A,2401 1ST ST,Single-Space,FLAT,$1.00,1HR,34.043447,-118.208989
R383,6901 N RESEDA BLVD,Single-Space,FLAT,$1.00,1HR,34.197284,-118.536166
PM275,8800 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00,2HR,34.030401,-118.386078
R518,18400 W HART ST,Single-Space,FLAT,$1.00,2HR,34.197434,-118.535284
CB3339A,100 W 9TH ST,Single-Space,FLAT,$4.00,2HR,34.041943,-118.255616
SC603,12500 W VENTURA BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.142693,-118.40604
CP43,7201 N OWENSMOUTH AVE,Single-Space,FLAT,$1.00,2HR,34.201436,-118.601672
TZ158,18701 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.171075,-118.541418
CP264,7101 N OWENSMOUTH AVE,Single-Space,FLAT,$1.00,2HR,34.199989,-118.601671
WH559,21900 W COSTANSO ST,Single-Space,FLAT,$1.00,2HR,34.16752,-118.605429
SC476,11101 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.141342,-118.372243
SO107,14400 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.150478,-118.446629
SC289,11701 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.14193,-118.388896
SO692,14500 W ADDISON ST,Single-Space,FLAT,$1.00,2HR,34.161177,-118.449685
CB2997,201 W 4TH ST,Single-Space,TOD,$1.50 - $5.00,2HR,34.049379,-118.249042
NH882,5200 N TUJUNGA AVE,Single-Space,FLAT,$1.00,2HR,34.166419,-118.378869
CB3250A,500 W 8TH ST,Single-Space,TOD,$0.50 - $1.50,4HR,34.045381,-118.257342
WA590,601 PARK VIEW ST,Single-Space,FLAT,$1.00,2HR,34.060308,-118.279215
SO848,4100 N DIXIE CANYON AVE,Single-Space,FLAT,$1.00,15MIN,34.146673,-118.424804
PW155,2201 S WESTWOOD BLVD,Single-Space,FLAT,$1.00,2HR,34.042843,-118.430968
UC185,3500 N CAHUENGA BLVD,Single-Space,FLAT,$1.00,2HR,34.134225,-118.358508
R212,7100 N RESEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.200245,-118.535928
SO215,14901 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.152682,-118.458701
NH15,4800 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00,2HR,34.159521,-118.371242
CB666,901 S WALL ST,Single-Space,TOD,$1.50 - $6.00,2HR,34.037792,-118.253028
BR140,11600 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00,1HR,34.053589,-118.465012
OS517,12201 W OLYMPIC BLVD,Single-Space,FLAT,$1.00,30MIN,34.032061,-118.456424
WH611,21700 W VENTURA BLVD,Single-Space,FLAT,$1.00,1HR,34.168199,-118.600913
BR102,11900 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00,1HR,34.052363,-118.471168
EN450,17701 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.162767,-118.519313
TZ317,19600 W VENTURA BLVD,Single-Space,FLAT,$1.00,1HR,34.172601,-118.560885
SO431,14000 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.149209,-118.438985
R344,7500 N RESEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.206754,-118.535922
SO818,13500 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.147477,-118.42854
PM285,8700 W SOUTH VENICE BLVD,Single-Space,FLAT,$1.00,2HR,34.031121,-118.384816
BR104,11900 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00,1HR,34.052394,-118.471012
PW217,2301 S KELTON AVE,Single-Space,FLAT,$1.00,2HR,34.039466,-118.430721
TZ100,5501 N RESEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.170835,-118.536142
LH111B,2401 SICHEL ST,Single-Space,FLAT,$1.00,2HR,34.073928,-118.213152
SO244A,15001 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.153135,-118.461417
PW479,2500 S OVERLAND AVE,Single-Space,FLAT,$1.00,2HR,34.039486,-118.422864
113167,901 E 2ND ST,Multi-Space,FLAT,$2.00,2HR,34.047376,-118.233844
EN6,4601 N ORION AVE,Single-Space,FLAT,$1.00,2HR,34.154785,-118.469977
TZ48,18300 W CLARK ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.169726,-118.534225
CP315,22101 W SHERMAN WAY,Single-Space,FLAT,$1.00,2HR,34.20113,-118.608579
112794,301 S SANTA FE AVE,Multi-Space,FLAT,$2.00,2HR,34.043622,-118.232548
112006,901 E 2ND ST,Multi-Space,FLAT,$2.00,2HR,34.047212,-118.233049
TZ234,19101 W VENTURA BLVD,Single-Space,FLAT,$1.00,1HR,34.172727,-118.551569
SO860A,13300 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.146574,-118.423119
PW209,10901 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.039455,-118.43014
TZ73,18401 W BURBANK BLVD,Single-Space,FLAT,$1.00,2HR,34.171956,-118.533853
WH644,21300 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.167444,-118.595918
SO72,14500 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.150972,-118.449618
R485,6900 N RESEDA BLVD,Single-Space,FLAT,$1.00,1HR,34.196689,-118.535914
OS472,11701 W OLYMPIC BLVD,Single-Space,FLAT,$1.00,2HR,34.033463,-118.449523
PW442,2300 S COTNER AVE,Single-Space,FLAT,$1.00,2HR,34.037011,-118.437253
SC224,12100 W VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,34.143322,-118.396911
BR158,11600 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00,1HR,34.053756,-118.463008
HO663E,1700 N CHEROKEE AVE,Single-Space,TOD,$1.00 - $4.00,2HR,34.102571,-118.33471
SO48D,4301 N CEDROS AVE,Single-Space,FLAT,$1.00,2HR,34.151066,-118.451676
ED779,700 E 10TH ST,Single-Space,TOD,$0.50 - $1.00,2HR,34.035439,-118.251193
26143,671 S Serrano Ave,Multi-Space,FLAT,$1.00,1HR,34.0,-118.0
PM306,3201 HUTCHISON AVE,Single-Space,FLAT,$1.00,2HR,34.030609,-118.38347
PW53,2300 S PELHAM AVE,Single-Space,FLAT,$1.00,2HR,34.042813,-118.423997
OS761,2301 S CORINTH AVE,Single-Space,FLAT,$1.00,4HR,34.035594,-118.440556
CB3288,501 W 9TH ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.044994,-118.259999
EN329,17001 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.160202,-118.504566
EN140,16301 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.157191,-118.488694
CP65,7201 N JORDAN AVE,Single-Space,FLAT,$1.00,1HR,34.201272,-118.602933
OS30,2201 S GRANVILLE AVE,Single-Space,FLAT,$1.00,2HR,34.032663,-118.449456
CB3955A,501 W 7TH ST,Single-Space,TOD,$5.00 - $6.00,2HR,34.04706,-118.256079
PM345,8771 VENICE BLVD,Single-Space,FLAT,$1.00,2HR,34.03159,-118.384641
TZ206,18901 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.17259,-118.546378
R327,7400 N RESEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.205025,-118.535931
SC338,11600 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.140326,-118.385231
UC165,3500 N CAHUENGA BLVD,Single-Space,FLAT,$1.00,2HR,34.133256,-118.356489
WSV141,1101 S WELLESLEY AVE,Single-Space,FLAT,$1.00,2HR,34.043046,-118.469582
SO839A,13400 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.146939,-118.425295
SC103,12201 W VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,34.143245,-118.400095
NH61,5100 N LANKERSHIM BLVD,Single-Space,FLAT,$1.00,1HR,34.163514,-118.373657
OS849,11500 W TENNESSEE AVE,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.034844,-118.442978
R246,7101 N DARBY AVE,Single-Space,FLAT,$1.00,1HR,34.200603,-118.533573
WSV81,11901 W WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.046845,-118.464279
WSV111C,12001 WILSHIRE BL,Single-Space,FLAT,$1.00,2HR,34.044349,-118.467384
WH524,22000 W COSTANSO ST,Single-Space,FLAT,$1.00,2HR,34.167536,-118.606347
EN44A,15701 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.155442,-118.475939
EN1017,4500 N SHERMAN OAKS AVE,Single-Space,FLAT,$1.00,2HR,34.153004,-118.469113
BR17,11701 W DARLINGTON AVE,Single-Space,FLAT,$2.00,15MIN,34.054218,-118.46363
EN758,4801 N OAK PARK AVE,Single-Space,FLAT,$1.00,2HR,34.159795,-118.504537
WW2045A,3901 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.061807,-118.313531
R172,7001 N RESEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.198728,-118.536167
SC546,11501 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.139893,-118.382928
SC115,12301 W VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,34.143077,-118.401967
EN188,16601 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.158108,-118.495428
OS709,2201 S PURDUE AVE,Single-Space,FLAT,$1.00,2HR,34.036175,-118.442485
CB3474,500 W 12TH ST,Single-Space,TOD,$0.50 - $2.00,4HR,34.041167,-118.264993
HO176A,1600 N CAHUENGA BLVD,Single-Space,TOD,$1.50 - $3.00,2HR,34.10049,-118.329429
SO1177,4700 N SEPULVEDA BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.156757,-118.466002
SC334,11600 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.140446,-118.385579
WH409,23101 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.163192,-118.630099
TZ190,18800 W PHILIPRIMM ST,Single-Space,FLAT,$1.00,2HR,34.172983,-118.544013
OS520,12300 W OLYMPIC BLVD,Single-Space,FLAT,$1.00,2HR,34.031749,-118.45654
BR3,11601 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00,1HR,34.054059,-118.462775
WH210,22001 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.168679,-118.607611
SO1149,14601 W DICKENS ST,Single-Space,FLAT,$1.00,4HR,34.150579,-118.452409
PR587A,6001 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.052923,-118.373567
WH283,5401 N GLADE AVE,Single-Space,FLAT,$1.00,2HR,34.168942,-118.608097
SC768,3900 N VANTAGE AVE,Single-Space,FLAT,$1.50,2HR,34.142421,-118.397126
WA100,1900 WILSHIRE BLVD,Single-Space,FLAT,$1.00,1HR,34.057163,-118.274399
NH289,11100 W CHANDLER BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.168051,-118.373758
WSV146,12301 W WILSHIRE BLVD,Single-Space,FLAT,$1.00,30MIN,34.042657,-118.469453
PW233,11001 W PICO BLVD,Single-Space,FLAT,$1.00,2HR,34.038282,-118.432604
NH1081,5201 N BLAKESLEE AVE,Single-Space,FLAT,$1.00,4HR,34.165408,-118.372543
CB1498,801 S LOS ANGELES ST,Single-Space,TOD,$2.00 - $5.00,2HR,34.04176,-118.252682
MM685C,5501 W WILSHIRE BLVD,Single-Space,FLAT,$1.00,2HR,34.062491,-118.351223
SO1039,4201 N MATILIJA AVE,Single-Space,FLAT,$1.00,2HR,34.148201,-118.433882
EN23,4600 N FIRMAMENT AVE,Single-Space,FLAT,$1.00,2HR,34.155131,-118.47259
WH14,19801 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.172455,-118.56509
SC743,4001 N RADFORD AVE,Single-Space,FLAT,$1.00,2HR,34.145036,-118.392636
TZ457,18800 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.171819,-118.543853
NH1251,11201 W CUMPSTON ST,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.170057,-118.376632
SC141,12401 W VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,34.142852,-118.404523
SP496,200 7TH ST,Single-Space,FLAT,$0.50,2HR,33.737937,-118.283051
WSV296A,1200 S GRANVILLE AVE,Single-Space,FLAT,$1.00,1HR,34.04775,-118.46229
UC22,3701 N CAHUENGA BLVD,Single-Space,FLAT,$1.00,1HR,34.135776,-118.362109
TZ488A,18700 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.170769,-118.541243
SL55B,2501 HYPERION AVE,Single-Space,FLAT,$1.00,2HR,34.104447,-118.273332
EN286,4901 N PASO ROBLES AVE,Single-Space,FLAT,$1.00,2HR,34.159982,-118.50226
WH501,22000 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.168441,-118.60773
NH272,11200 W CHANDLER BLVD,Single-Space,FLAT,$1.00,2HR,34.168,-118.375576
EN79,15901 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.156161,-118.481189
OS5,11900 W OLYMPIC BLVD,Single-Space,FLAT,$1.00,2HR,34.032525,-118.452188
OS729,12000 W LA GRANGE AVE,Single-Space,FLAT,$1.00,2HR,34.034159,-118.45498
R69,7301 N RESEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.203939,-118.536184
113034,801 TRACTION AVE,Multi-Space,FLAT,$2.00,2HR,34.044886,-118.23512
WV83A,1100 S GAYLEY AVE,Single-Space,FLAT,$2.00,2HR,34.059999,-118.446137
SC478,11101 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.141474,-118.372576
SO168,4401 N CEDROS AVE,Single-Space,FLAT,$1.00,2HR,34.152107,-118.453126
PW344,2301 S CAMDEN AVE,Single-Space,FLAT,$1.00,2HR,34.038015,-118.433494
SO257,15101 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.153405,-118.463061
SO14A,14501 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.151333,-118.450552
TZ400,5501 N BECKFORD AVE,Single-Space,FLAT,$1.00,1HR,34.172327,-118.551277
NH274,11200 W CHANDLER BLVD,Single-Space,FLAT,$1.00,2HR,34.167998,-118.375424
SC722,4000 N RADFORD AVE,Single-Space,FLAT,$1.00,2HR,34.146233,-118.392121
HO267A,6500 W SELMA AVE,Single-Space,TOD,$0.50 - $2.00,2HR,34.099711,-118.331242
R43,7200 N RESEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.201862,-118.53593
MD946,1400 Playground ST,Single-Space,FLAT,$1.00,10HR,34.061022,-118.199908
SO879,13301 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.147026,-118.424579
LM199A,900 N LA BREA AVE,Single-Space,FLAT,$1.00,1HR,34.088704,-118.343928
OS42,11700 W OLYMPIC BLVD,Single-Space,FLAT,$1.00,1HR,34.033685,-118.44854
OS628,11400 W GATEWAY BLVD,Single-Space,FLAT,$1.00,1HR,34.033191,-118.441712
112539,900 E 3RD ST,Multi-Space,FLAT,$2.00,2HR,34.046169,-118.23521
SH84,1100 N LAS PALMAS AVE,Single-Space,FLAT,$0.50,2HR,34.091199,-118.336237
OS584,11700 W PICO BLVD,Single-Space,FLAT,$1.00,1HR,34.031001,-118.446702
WSV266,1200 S STONER AVE,Single-Space,FLAT,$1.00,2HR,34.048573,-118.461554
OS245,2000 S SAWTELLE BLVD,Single-Space,FLAT,$1.00,1HR,34.039779,-118.442542
SV222,1401 N WILCOX AVE,Single-Space,FLAT,$1.00,2HR,34.097704,-118.331118
WSV229A,1201 S ARMACOST AVE,Single-Space,FLAT,$1.00,2HR,34.046223,-118.464034
CB4533,400 S OLIVE ST,Single-Space,FLAT,$5.00,2HR,34.050018,-118.252241
OS533,12100 W OLYMPIC BLVD,Single-Space,FLAT,$1.00,2HR,34.032065,-118.454778
MD944,1400 PLAY GROUND ST,Single-Space,JUMP,$1/H - $4/10H,10HR,34.121356,-118.206694
OS771,2301 S CORINTH AVE,Single-Space,FLAT,$1.00,4HR,34.03487,-118.439933
CS40,5701 S CRENSHAW BLVD,Single-Space,FLAT,$1.00,2HR,33.990415,-118.331074
SO571,14201 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.150287,-118.444251
WH715,5600 N JUMILLA AVE,Single-Space,FLAT,$1.00,1HR,34.172783,-118.5638
WH314,22501 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.168014,-118.617439
SO510,13801 W VENTURA BLVD,Single-Space,FLAT,$1.00,2HR,34.148545,-118.43374
66657,6183 W HOLLYWOOD BLVD,Multi-Space,TOD,$1.50 - $3.00,2HR,34.101745,-118.324644
EN504,5201 N NEWCASTLE AVE,Single-Space,FLAT,$1.00,1HR,34.164873,-118.524427
HO364,1600 N ARGYLE AVE,Single-Space,FLAT,$2.00,15MIN,34.10107,-118.325122
R85,7201 N RESEDA BLVD,Single-Space,FLAT,$1.00,2HR,34.202492,-118.536176
26164,689 S Serrano Ave,Multi-Space,FLAT,$1.00,1HR,34.0,-118.0
NH1209,11201 W CHANDLER BLVD,Single-Space,JUMP,$1.00/H - $4.00/10H,10HR,34.168232,-118.375246
CB1152,901 S HILL ST,Single-Space,TOD,$1.50 - $2.00,4HR,34.042047,-118.258173
UC112,3201 N CAHUENGA BLVD,Single-Space,FLAT,$1.00,2HR,34.129863,-118.349483
OS476,2101 S GRANVILLE AVE,Single-Space,FLAT,$1.00,2HR,34.033492,-118.45017
